1;07:50:00;08:40:00
2;08:40:00;09:30:00
3;09:35:00;10:25:00
4;10:35:00;11:25:00
5;11:30:00;12:20:00
6;12:25:00;13:15:00
7;13:25:00;14:15:00
8;14:20:00;15:10:00
9;15:15:00;16:05:00
10;16:10:00;17:00:00
11;17:05:00;17:55:00
